image_id,description,height,width,path
A1RUY-g6U+L,"Pile: 100% Polypropylene, Backing: 100% Jute. Imported. Drawing inspiration from traditional Persian textiles, this design bursts with a bright, all-over medallion pattern. Durable, machine-woven synthetic fibers keep this rug looking fresh and feeling soft to the touch, even in high-traffic spaces.. Runner rug features a bright medallion pattern. Machine-woven with 100% polypropylene fibers. Low .2'' pile suits low- to high-traffic indoor areas. Pair with a rug pad (sold separately). 2'8"" x 8'. Ships tightly rolled in a protective bag",2560,2560,5d/5d00c75b.jpg
81vSuf3i8ML,"Cut-pile carpet mat with vinyl backing for commercial or home use. Catches dirt and moisture from being tracked into any room. Can be used as an anti-fatigue mat for standing work environments. Heavy-duty construction withstands daily use and stands up to wear and tear. Non-slip backing keeps mat firmly in place on a variety of surfaces. Use in entryways, hallways, behind counters, at workstations, and more",2560,2560,0c/0c25f57f.jpg
71WJoxQmfpL,"Compatible with Dymo LabelWriter 4XL. Direct thermal printing for accurate, high quality images with excellent edge sharpness. The labels are easy to peel off and stick on. 54 mm x 101 mm, 220 labels per roll, 1 roll",1278,1485,65/651770c4.jpg
91jUeBRiD3L,"With geometric shapes resembling silhouettes of trees, this attractive planter is ready to add a touch of earthiness to your room while serving as a home for your plants. Reactive glazing on this ceramic stoneware piece means that no two are alike.. 5.5""D x 5.5""W x 5""H. Designed for house plants; does not have drainage. Ceramic stoneware. Allow for variations in color; color will fade over time if left in direct sunlight",2560,2560,ea/ea251193.jpg
919BpwSoX+L,"It's a footstool, a storage space, an end table, an extra seat for company. Turn over the lid and voila—it's an extra tray for snacks! An ottoman couldn't be more clever and multitasking than this.. 19.7""W x 19.7""D x 16.5""H. Compact and stable with wood-frame construction and durable 100% polyester fabric exterior. Perfect for any room where storage space or a footstool is needed.. Modern styling perfect for your contemporary home.. Simple assembly in 15 minutes or less.. Wipe clean with a soft, dry cloth.. Free returns for 30 days. 1-year warranty.",2482,2508,08/0818b825.jpg
71cz9ueulrL,This 18k yellow gold plated sterling silver pendant features a freshwater pearl and a sophisticated circle shape,2560,1966,54/549a7148.jpg
A141kOyqj3L,"Imagine this rug in any classic, modern or transitional room that needs a bit of texture. Handwoven in a soft-ridged pile, its subtly striated rows of contrasting colors make it distinctive and ideal for tying a room together.. 5' 9"" x 3' 9"". Flat-woven medium pile is easy to clean. Pair with rug pad (sold separately). Ships tightly rolled in a protective bag",2560,2560,d9/d910a666.jpg
910hnc9azIL,"Made in USA and imported. Beautiful yarn-dyed stripe features a stubby texture in the tonal yarns. Pillow can be layered with others or stand by itself. Back of pillow is solid yellow-colored fabric. Hidden zipper at bottom of pillow.. 17""L x 17""W. Pillow cover and insert. Spot clean.. Pillow insert arrives in vacuum-sealed bag. Carefully remove insert from packaging. and let it fully expand before putting inside of pillow cover.",2560,2560,9c/9c051b4c.jpg
A1Cs7vCqURL,"Imagine this rug in any classic, modern or transitional room that needs a bit of texture. Handwoven in a soft-ridged pile, its subtly striated rows of contrasting colors make it distinctive and ideal for tying a room together.. 13' x 9' 3"". Flat-woven medium pile is easy to clean. Pair with rug pad (sold separately). Ships tightly rolled in a protective bag",2560,2560,ea/ea976a78.jpg
51rznaiaxQL,"Includes 45 tall kitchen garbage bags. Each trash bag has a 13 gallon capacity. White trash bag with red drawstring closure for easy tying and carrying. Clean fresh scent. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",1000,1000,54/54eaec1c.jpg
81WhtsfCmHL,"Brought to you by Whole Foods Market.  When it comes to innovative flavors and products sourced from artisans and producers around the world, the Whole Foods Market brand has you covered. Amazing products, exceptional ingredients, no compromises.. 20g Protein from 4 Plant-Based Proteins. 1g ALA Omega-3 essential fatty acids. 6g Fiber.. 1 billion CFU Probiotics.. Naturally flavored.. Certified GMO-Free, Certified Vegetarian.",2560,1777,eb/eb603c0d.jpg
31bbaEHrvoL,"Durable, charcoal grey finish patio heater with heat output of 46,000 BTU's. Heater features a piezo ignition and safety auto shut-off tilt valve. Standup patio heater cover protects against rain, snow and other outdoor elements. Using click-close straps, cover easily snaps around heater to secure the cover on windy days. Cover fits most standup patio heaters up to 95 inches high, with a 34-inch dome diameter, and 18.5-inch round base diameter; compatible with the AmazonBasics Havana Bronze Commercial Patio Heater",500,500,cf/cfe3332f.jpg
81l+UPz-wZL,"Wood frame; velvet fabric; foam padding; wood legs with black painted finish. Mid-century inspired button tufting with traditional curved legs and rolled back. This chair adds a touch of glam to a mid-century or traditional room. Easy to assemble, just attach legs. Free returns for 30 days. 1-year warranty.. 25.2""L x 26.8""W x 30.7""H",2560,2560,ba/ba7b21ac.jpg
717ClHd-ifL,"2.5-ounces of Happy Belly All Spice. Adds warmth and depth, an individual spice reminiscent of cloves, cinnamon, nutmeg, or even peppercorn. Great in both sweet and savory foods, desserts, fruit, with meat, sausages, stews, gravies, soups, marinades, and in pickling. Can be used as a Jamaican pimento seasoning, in moles, in pickling, in commercial sausage preparations and curry powder. An important ingredient in Caribbean cuisine and Middle Eastern cuisine. In the United States it is mainly used for desserts. Kosher certified. If you like McCormick All Spice, we invite you to try Happy Belly All Spice. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2500,2500,ee/eeae8183.jpg
81i1ePTI96L,"Complete your living space with this stylish sofa-chaise sectional. With its linen-colored upholstery, this sectional is an ideal accent for transitional-style home decor. The solid-wood frame is stable, and reversible cushions enhance durability and extend this sectional’s life.. Overall: 126""W x 61""D x 33""H; seat height: 21""H; seat depth: 25""D; seat back height: 28""H; arm height: 28""H; leg height: 4.25""H; chaise depth: 23""D; chaise width: 40""W. Sturdy wood frame with stain-resistant fabric. Transitional style blends well with a variety of home-decor themes.. Back and seat cushions are reversible so you can choose the configuration that's right for you.. Assemble in 15 minutes or less. Free returns for 30 days. 3-year warranty.. This item is made to order just for you.",2560,2560,38/38fe8724.jpg
81nwhkLlTqL,"This soothing palm brings the outdoors in, providing a relaxing, year-round touch of color in any room. This blue and green printed reproduction of a palm leaf is housed within a natural color custom wood frame.. 21""W x 15""H. Print on paper, frame in natural wood color. Modern art print of palm frond. Ready to hang, all hardware included",2560,2560,83/83d615e0.jpg
81-Hz-Ofm4L,"Certified Organic. Grown without potentially harmful pesticides or chemical fertilizers.. No artificial preservatives, colors or flavors. Unsalted and no added sweeteners.. Not made with genetically engineered ingredients.. For babies 6 months +. 4 ounce jars, pack of 12. Product of U.S.A.",2542,798,9f/9fb02150.jpg
418eXzxGlSL,"This table lamp’s simple elegance shines through its perfect “Cream Tan” light-pink dome, styled with an on-trend matte finish. A long, slender stem connects the top with a curved base, and the 2 sockets can be turned off and on via two pull chains.. Assembled Dimensions: 11""W x 11""D x 21""H. Modern 2-light dome table lamp in light pink on-trend finish. Metal dome-shaped shade and pole. 2 standard LED bulbs included. Assemble in 15 minutes or less. For indoor use only",1010,1010,01/012e20ee.jpg
71je711iwTL,"21-ounce container of cubed butternut squash. Pre-cut and ready to cook. No preservatives. Our Fresh brand products are all about high-quality food that fits every budget, every day.",1287,1500,5d/5df5053e.jpg
51HrQYxRqBL,"Product 1: One 13-fluid ounce bottle of Solimo Tea Tree Mint Conditioner. Product 1: Infused with tea tree oil. Product 1: Leaves hair feeling refreshed. Product 1: Formulated without parabens and sulfates. Product 2: One 13-fluid ounce bottle of Solimo Tea Tree Mint Shampoo. Product 2: Formulated without parabens and sulfates. Product 2: Apply a generous amount to wet hair, gently massage the scalp and roots with finger tips. Rinse thoroughly. Product 2: Not tested on animals, Cruelty Free, Gluten Free",1001,1001,22/22e36311.jpg
41EPWGV+z8L,"Cross-cut paper shredder with 6-sheet capacity; destroys credit cards (one at a time). Shreds paper into strips measuring 7/32 by 1-27/32 inches. 24-pack of lubricant sheets sharpens, cleans, and lubricates shredder blades. Helps prevent paper jams; reduces static dust and buildup for optimized efficiency",500,500,b6/b6061459.jpg
61kVdTXTJ4L,,2000,2000,87/874f86c4.jpg
71a59q3RT1L,"2.6-ounces of ground Happy Belly Cumin. Adds a distintive warm earthy nutty robust flavor. Common in Mexican, Spanish, Indian and Middle Eastern cuisine. Use in soups, sauces, on grains, meats and vegetables, curries, fajitas and hummus. Kosher certified. If you like McCormick Ground Cumin, we invite you to try Happy Belly Ground Cumin. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",2500,2500,45/4577c4e7.jpg
61QpWXge9WL,"With a life of 10,000 hours, the bulb will last over 9 years (based on 3 hours of use each day). Provides 500 lumens of light immediately, with no waiting time to warm up to full brightness. With a correlated color temperature of 5000 kelvin, this bulb simulates daylight, providing a crisp white light for any room. This LED light bulb uses only 7 watts of energy, saving up to $47.29 over the life of the bulb vs. its incandescent equivalent (based on 3 hours/day, 11 cents/kWh, may vary depending on rates and use). This bulb costs only $0.84 per year to operate (based on 3 hours/day, 11 cents/kWh) making it an economical alternative to incandescent bulbs. Not eligible for shipments to California",1500,1500,58/5856eb9b.jpg
B1UkQ5z8qMS,"100% Wool. Imported. This soft runner's blue-grey color is enlivened with a classic interlocking pattern in bone white. The dynamic design and simple two-tone color palette is contemporary yet classic enough to blend into any décor with mostly neutral or cool colors.. Modern neutral colors. Hand-hooked in India. 100% wool.. Ideal for medium-traffic areas. 2'3"" x 7'6"". Pairs with a rug pad (sold separately). Ships tightly rolled in a protective bag. Unroll, allow a few days for natural fibers to settle.",2560,2560,00/00a98975.jpg
811e8nUYxZL,Hiker-inspired boot in rugged leather featuring padded collar and tongue and pull loop at counter. Removable insole,1466,2173,eb/ebd072f0.jpg
