ITEM_ID,PRICE,CATEGORY_L1,CATEGORY_L2,PRODUCT_DESCRIPTION,GENDER
"dc9412f1-17c1-4929-b0eb-2fa38669393f",52.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"23f9d5f0-2eca-4dcd-95bf-f614a73e35d3",126.99,floral,arrangement,"Roses arrangement grown sustainably on our organic farms",Any
"5763e87b-9b9c-456d-8986-1f1e34fa9318",26.99,homedecor,lighting,"This table lamp will enhance your home",Any
"0770ffd6-c89a-489a-b9dc-e5c1c267e102",14.99,groceries,meat,"Our beef is organic and raised sustainably",Any
"d99e8222-41e1-4a73-bb5b-5716e46b744e",35.99,housewares,bowls,"This dazzling ceramic bowl is a must-have",Any
"e75111c1-1770-4bfe-aa5f-60b72612e8a9",119.99,accessories,bag,"This black bag for women is first-rate everywhere",F
"4f9f0015-6f87-4608-a3ea-e8de2c0881c6",28.99,homedecor,lighting,"This taper candle is a must-have for the lighting of your home",Any
"c4ad80c9-9cb6-4944-be19-d53e48ad5029",75.99,housewares,kitchen,"Definitive for every kitchen",Any
"2a7edd2e-4bba-402a-bb49-07afba2a5790",499.99,furniture,sofas,"This rich pale gray sofa will be the highlight of any room",Any
"5d6023ca-e614-49ea-aa61-643d9f7284d7",9.99,beauty,bathing,"A must-have in every bathroom",Any
"24a19516-a629-4703-af46-cf28f604a48a",99.99,instruments,strings,"This electric guitar is perfect for amateur and professional musicians",Any
"8bffb5fb-624f-48a8-a99f-b8e9c64bbe29",24.99,tools,screwdriver,"Essential screwdriver for every craftperson",Any
"32f7056c-6a02-4704-a6ae-cb45877791b7",9.99,footwear,sandals,"This supercool pair of sandals for woman is perfect for the summer",F
"e83f8280-a563-4744-9e19-02a8f0828872",146.99,footwear,boot,"Spiffy brown boots for toddling everywhere",F
"059bd8bd-e3ac-423b-9b2d-0743589ba39b",9.99,footwear,formal,"Pair of white formal heels for women",F
"1cd4ec2e-4786-47f7-92f4-6d44db0cff2c",123.99,electronics,headphones,"This high fidelity pair of headphones is incomparable in clarity",Any
"4ac7a300-a3b9-4baa-98aa-e65ed6c08be9",9.99,footwear,formal,"Pair of black formal shoes for women",F
"76b68c54-3082-4fa2-8037-a74c54cd0f38",141.99,homedecor,clock,"This table clock is a must-have",Any
"ef3fbe9a-a82f-48a7-93e5-b51cc10f973e",104.99,jewelry,bracelet,"A foxy bracelet for women to adorn any wrist",F
"49ed0f16-157d-4d9e-a408-5b48b7ec256d",103.99,accessories,handbag,"This peru-orange dressy handbag is flawless",F
"fe01f22e-3783-4e27-8ae5-e2cd0cbcaf61",17.99,groceries,bakery,"This yummy vanilla cake will delight everyone",Any
"7549f8b8-a48a-4d17-921a-dd58b760900b",157.99,furniture,chairs,"Incomparable black chair for your office",Any
"93a1db77-615e-49aa-9f1e-edcf7c6675f4",77.99,instruments,strings,"This violin is perfect for amateur and professional musicians",Any
"09b832ce-73fc-49f4-bd8b-5d5e4fe9fe72",24.99,seasonal,valentine,"Be sure to order early for that special day",Any
"e91ea7d3-17d4-46a4-bf60-1e675351d828",22.99,seasonal,halloween,"Be sure to order early in October",Any
"c04c5c8e-d946-402a-a751-a3d33c124ccc",38.99,books,cooking,"Learn to cook Indonesian cuisine with these easy recipes",Any
"f9b60b83-4c16-472d-b579-461ec89eaac2",9.99,outdoors,camping,"Be sure to bring this camping cup with you to the outdoors",Any
"275c4b29-2dc5-48d9-8dc9-480314e40102",121.99,seasonal,christmas,"A must-have for the holidays",Any
"5ba5f911-0211-4043-9a28-d5a5dde3bd0e",202.99,apparel,shirt,"Supercool dressy white shirt for men",M
"6d9480ff-36c6-4ece-a685-f7b55958b57b",208.99,furniture,dressers,"This unrivaled dresser has lots of drawers to organize all your items",Any
"61f4b407-4f23-4549-b955-5f17e19f7128",41.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"75e48fa8-bbcb-49f9-ab57-c62472c19a69",52.99,homedecor,decorative,"This wiker basket is a must-have for your home decor",Any
"5b696273-fb70-4572-be09-0d3125618152",47.99,homedecor,cushion,"This gray set cushion is a must-have for your house",Any
"3592c279-568e-4267-9f7c-35bacdb863b9",3.99,groceries,fruits,"Make sure to have your fresh dose of vitamin C every day",Any
"9abdf04d-a9b7-4627-9ce8-b11668db3c98",5.99,groceries,fruits,"Make sure to have your fresh dose of vitamin C every day",Any
"31559f3a-2d38-4735-8110-db6d620b4fde",62.99,instruments,wind,"This saxophone will delight the most demanding musician",Any
"33308fd7-d70d-4b2a-a897-f3313609e86b",63.99,seasonal,christmas,"A favorite for the holidays",Any
"630afa5c-6c7b-4c22-b002-90b5beae3696",92.99,floral,centerpiece,"Centerpiece grown sustainably on our organic farms",Any
"0c687920-9e48-4937-87fe-472911249386",45.99,outdoors,camping,"This camping chair is a must-have for your next trip",Any
"32f6910e-bb8f-4cd4-8bf5-96e96f50bc66",161.99,electronics,speaker,"High definition speakers to fill the house with beautiful music",Any
"83a3e082-774d-489d-a082-0cfab4829b19",58.99,apparel,scarf,"Funky scarf for women for every occasion",F
"8ef26e52-1e2a-4fb1-bcaf-3e65ee8c275b",284.99,furniture,tables,"Increase your productivity with this outstanding wooden worktable",Any
"e61f8a6c-2bb6-4ccc-bb2c-c0a9ea17f750",106.99,floral,bouquet,"Wedding bouquet delivered fresh and vibrant from our growers",Any
"6be08307-1ec0-44dc-b436-5d489a8010e8",57.99,housewares,kitchen,"A must-have for your kitchen",Any
"ea8abbc7-cc37-45df-b0f6-03961761c823",65.99,housewares,kitchen,"Unsurpassed for every kitchen",Any
"b4d4716e-27e6-4745-9c16-bc80aa194554",77.99,footwear,sneaker,"Cool pair of light steel blue sneakers to explore in the city",F
"5ff6ab61-2296-418b-b09f-ea92e17f7bec",8.99,electronics,cable,"This convenient cable is a must-have for your electronics",Any
"f0d4b661-1c18-430b-bd9c-4f684109899e",59.99,housewares,kitchen,"A must-have for your kitchen",Any
"b1a54da3-32d9-4447-9eeb-6c0fcfb75ca0",72.99,housewares,kitchen,"Unparalleled for every kitchen",Any
"c76859f9-effa-428c-84e1-b8d4f837a79c",2.99,groceries,fruits,"Make sure to have your fresh dose of vitamin C every day",Any
"360b9723-ef31-4202-9aba-67184676f6c2",120.99,floral,arrangement,"Tulips arrangement grown sustainably on our organic farms",Any
"3b3a9942-cea3-49b2-b526-25a5cefa71c5",98.99,furniture,chairs,"Relax in this nice yellow armchair",Any
"ad62d66b-887f-4f87-afbc-26a372e0d9f7",121.99,apparel,jacket,"Well-insulated rain jacket for women",F
"55763c45-6051-4fff-ae04-495c0fafa8ff",126.99,accessories,bag,"Leather bag for men",M
"12c1ae27-cec6-41ad-8c8e-8f50648e056f",60.99,housewares,kitchen,"A must-have for your kitchen",Any
"c42cfabf-8978-4936-b71a-c15c7e62058f",56.99,floral,arrangement,"Roses arrangement delivered fresh and vibrant from our growers",Any
"1a2e30db-2b7a-4489-a865-ba704b42d341",59.99,homedecor,decorative,"This easter basket will delight everyone",Any
"d2fe6937-111e-4bfe-acd7-1098af0af3ce",123.99,accessories,handbag,"This cadet blue dressy handbag is matchless",F
"b46e1a7f-6df6-42ab-a464-101078f00e11",9.99,footwear,sandals,"This fashionable pair of sandals for men is perfect for the summer",M
"2aa46f50-0e73-40f4-92a2-fd5a7aec5a4d",14.99,tools,saw,"Essential saw for every craftperson",Any
"d75463f1-d125-4229-835c-041119512149",58.99,housewares,kitchen,"Unrivaled for every kitchen",Any
"cb70731b-cf70-437b-bb3d-9142323f61db",9.99,footwear,formal,"Pair of platform formal heels for women",F
"5c010bac-31a6-4ff3-9557-2f5e20b509cc",82.99,accessories,backpack,"Leather backpack is nifty for traveling",Any
"5156955f-dda2-4e19-831e-752c92bd8f85",428.99,electronics,computer,"This desktop computer is a boon for productivity",Any
"f39a1cf9-00cb-4d41-98f2-a429e03dfc73",9.99,footwear,formal,"Pair of sparkly formal heels for women",F
"7b8a3927-b430-4c2a-b5bb-32750b601795",191.99,jewelry,necklace,"Outstanding necklace for women",F
"7e259b82-d821-484b-80a4-d7adab366684",76.99,jewelry,bracelet,"Quintessential bracelet for women for every occasion",F
"d843fe25-e7d1-40fb-84b0-64bdedf9bed6",80.99,seasonal,christmas,"A must-have for the holidays",Any
"3ce61cd6-8cbd-42d7-9563-37eb7378fbc5",151.99,furniture,chairs,"Outstanding saddle brown chair for your office",Any
"6d7b19ca-b79f-4246-9c6e-f043121783c0",28.99,seasonal,halloween,"Be sure to order early in October",Any
"3f791530-9540-4a36-9838-4fb14fc247ae",23.99,jewelry,earrings,"Edgy earrings for women",F
"e0134f0e-a7ae-4349-a52c-f1f02139a79e",9.99,electronics,camera,"Video camera for amateurs and professonals",Any
"94e5c5a1-ee87-4d12-9657-e9ef9b27e901",407.99,instruments,keys,"This upright piano will delight the most demanding musician",Any
"8f4bde5c-2d69-4c30-9c72-c5cff24ca58c",37.99,jewelry,earrings,"Supercool earrings for women",F
"cfe2daa9-3b76-45c9-9d36-2d11472f4005",448.99,furniture,sofas,"Enjoy this comfy saddle brown sofa",Any
"84d2c523-4a9e-4c4a-9104-9d858cc0e30b",36.99,accessories,belt,"This funky belt for women is perfect for all occasions",F
"1dc3d734-68f7-420c-8945-d15fe12ba3c9",203.99,footwear,sneaker,"Swell pair of yellow sneakers to explore in the city",M
"7f7e0965-52f0-4152-8d3b-89d11da45739",59.99,homedecor,lighting,"This table lamp will enhance your home",Any
"36671dac-7e57-46ee-a00f-99a7224d61d2",17.99,tools,knife,"This knife is a must-have for your toolbox",Any
"b2dba8a2-1634-4579-8b46-b52632f49de2",79.99,seasonal,christmas,"A must-have for the holidays",Any
"cb12324e-4a35-4c97-a5ec-b14424bb1570",89.99,accessories,bag,"Peru-orange bag for men",M
"7ae9fb66-ec70-4182-9573-2b243acff263",9.99,groceries,bakery,"This yummy walnut pie is made fresh every day",Any
"2dad0e8f-41d6-4490-ae4d-6a712007b4e7",223.99,furniture,tables,"Increase your productivity with this outstanding dark gray worktable",Any
"e1146e90-3274-4ad6-a6a2-0170f0f8d597",1.9,"salty snacks",nuts/seeds,"A delightful blend of Californian and Oriental almonds",Any
"d16257f7-da83-4b24-9e2f-5c4a2a67bdc9",56.99,seasonal,valentine,"A must-have for that special day",Any
"c108b04b-64fd-43bd-80fc-4819eb01803a",129.99,apparel,jacket,"This dark slate gray jacket for men is perfect for the office",M
"ae654958-7897-4115-8baf-b5059c20d72b",85.99,accessories,handbag,"Tomato red handbag for those dressy occasions",F
"504a781b-e54c-4c33-a3a3-9d0036e2e190",8.99,groceries,bakery,"Bread made fresh daily in our kitchens",Any
"da1fb708-edc1-4180-b9f0-1a6fb1fd3416",245.99,furniture,tables,"Definitive light gray worktable for your office",Any
"3d11accd-9984-47e5-b0e6-94743e964b15",7.99,outdoors,camping,"Be sure to bring this camping cup with you to the outdoors",Any
"2a69de63-48a5-4fcf-b086-4faab06bf63a",10.99,electronics,cable,"This high quality cabling is unrivaled for your electronics at home and on the go",Any
"b958399d-8f7a-4bdf-963d-2f4b8528a539",9.99,footwear,formal,"Pair of saddle brown formal shoes for men",M
"eadfaa17-79ca-4e17-a37f-b3ba522d35c2",195.99,apparel,jacket,"Well-insulated casual jacket for women",F
"569e2d41-53f8-4615-9db3-045d3ff57b33",62.99,housewares,kitchen,"A must-have for your kitchen",Any
"da6e5214-d24f-4be4-901b-b78f17d627b8",20.99,tools,hammer,"Essential hammer for every craftperson",Any
"d668cd83-23a5-4174-9bd1-089054fbf1f7",200.99,furniture,chairs,"Definitive dark slate gray chair for your office",Any
"c0966977-5b71-4f5e-92c7-04a86dbd7d71",91.99,homedecor,clock,"This wall clock is a must-have",Any
"321f93c5-c289-4418-ae3d-05c524f867ad",59.99,accessories,glasses,"Trendy glasses for men",M
"195c7beb-8632-41ce-a1af-16dee3d13093",4.99,groceries,vegetables,"This delicious veggie is a must-have in every pantry",Any
"d31c6edf-9d66-4d87-bc80-854b328678e1",111.99,apparel,shirt,"Supercool crop top for women",F
"f42e5d43-3131-41be-b71c-7d809a998104",64.99,accessories,belt,"This sassy belt for women is perfect for all occasions",F
"8b7e7fcf-5db4-4279-b00a-932dcbdcc03c",147.99,furniture,tables,"This groovy sienna accent table will enhance any room",Any
"363a0c5c-998b-4f66-85a0-21704d91f4c6",194.99,furniture,tables,"Groovy gray coffee table to enliven your day",Any
"18ea792e-2dc0-4dd0-8cdd-29266d333412",64.99,housewares,bowls,"Fancy ceramic bowl for every occasion",Any
"600e0db0-302f-49c6-b038-a872442894fb",8.99,tools,drill,"This drill is a must-have for your toolbox",Any
"2cc89e77-685d-423c-80a9-82e07ea13b7c",82.99,accessories,backpack,"Dark slate gray backpack is practical for traveling",Any
"cf6b6193-0261-4bdb-8ab8-8ace25956419",10.99,groceries,bakery,"Bread made fresh daily in our kitchens",Any
"4f456260-d3eb-4376-a2ac-58180f3446e7",150.99,instruments,percussion,"This acoustic drum is perfect for amateur and professional musicians",Any
"cac48395-946a-4377-96e1-3d716d659625",23.99,homedecor,lighting,"This pillar candle is a must-have for the lighting of your home",Any
"2a5c2db3-ef32-4f77-ad19-f2d0dc89f779",69.99,floral,bouquet,"Wedding bouquet delivered fresh and vibrant from our growers",Any
"646848a8-86ef-4aff-9468-1d0944bfe072",32.99,homedecor,decorative,"This wiker basket is a must-have for your home decor",Any
"69ef5b6e-72d0-4e8e-b781-1762a33c2ab8",131.99,accessories,glasses,"These funky glasses for men are ideal",M
"a01ee85c-f301-4e22-97e0-ca3065ddb19d",149.99,accessories,handbag,"This casual sandy brown handbag is first-class far and wide",F
"67dbce8c-84d8-4715-8bf7-1590ad56ac91",138.99,seasonal,christmas,"A must-have for the holidays",Any
"55be2f49-6c2b-4990-92a7-9cf29beea18c",21.99,apparel,socks,"Nice dressy socks",M
"caee70f0-d439-42ed-9033-9c9af67765b2",2.99,groceries,fruits,"This tasty fruit is everyone's favorite",Any
"e093925f-ea8c-4409-a00f-3d725cc463fb",54.99,books,cooking,"Learn to cook Swedish cuisine with these easy recipes",Any
"a8234c1a-de42-4e7a-93fb-105a1c28a6a0",9.99,footwear,sandals,"Dapper pair of sandals for men",M
"91b4d3d6-9880-40f9-a8f3-e732c91dbe3c",44.99,homedecor,decorative,"This ceramic vase is a must-have for your home decor",Any
"ea27628a-e7a4-4383-a13b-71c32ddeee1c",153.99,electronics,headphones,"This accurate pair of headphones is outstanding in clarity",Any
"be14695b-f8cb-46b8-aecd-ef28f0218514",225.99,furniture,tables,"Unequaled white dining room for the whole family",Any
"b02540b6-76e0-4e76-9ad5-7771cada1584",109.99,accessories,watch,"This trendy watch for women is perfect for all occasions",F
"558cb1e8-ae39-4d52-b97f-b6712bf4f263",140.99,seasonal,christmas,"A must-have for the holidays",Any
"cd8355e3-d70a-4243-a216-37e30319023d",45.99,accessories,glasses,"Groovy glasses for women",F
"96f6e07f-aafd-4a80-967b-073ad943d072",82.99,accessories,watch,"This dapper watch for men is ideal everyday",M
"0451bd94-f74f-4fb6-99db-951275508ae3",105.99,accessories,glasses,"These edgy glasses for women are perfect everywhere",F
"e9f3e5cc-1f5f-4073-bea6-42c12a2c6bc5",15.99,outdoors,camping,"This camping lamp is essential in the wilderness",Any
"7c22fb4f-8c14-4479-8e02-0fd787084c63",922.99,furniture,sofas,"Unparalleled gray sofa for any room",Any
"f7f8c5df-8b1c-40f1-9d02-596d025ad4b1",141.99,seasonal,christmas,"A must-have for the holidays",Any
"62cabd29-b376-4610-a40f-13e9036a8b38",46.99,homedecor,cushion,"This pale gray square cushion is a must-have for your house",Any
"9fbf8e43-b16c-4332-bb01-6e71eebbc98d",83.99,homedecor,clock,"This wall clock is a must-have",Any
"f89c2504-eb03-4568-a010-6ea50d6cd902",20.99,homedecor,decorative,"This frame will delight everyone",Any
"7a52ede4-bed8-4720-9cf3-9cb6908d89f5",115.99,jewelry,bracelet,"Flawless bracelet for women for every occasion",F
"23a0b541-5802-4664-9a0d-1d1e19903f90",405.99,instruments,strings,"This electric guitar is perfect for amateur and professional musicians",Any
"b40ff760-cc65-40a4-af7c-4a57282b2b16",149.99,footwear,sneaker,"An all-around modish pair of powder blue sneakers",F
"7ef35f21-5d7d-4608-a3ea-63252c3ceaeb",845.99,electronics,camera,"This camera is perfect for capturing those special moments",Any
"ff2605b2-b9f2-467a-bf07-14bce7e3f748",7.99,groceries,bakery,"Bagel made fresh daily in our kitchens",Any
"494eb706-c173-4f1b-b986-bad8280c9fa8",5.99,groceries,vegetables,"This yummy veggie is a must-have in every pantry",Any
"4df77d59-732e-4194-b9aa-7ad3878345e7",114.99,accessories,handbag,"This tan handbag is a sublime dressy companion",F
"833214f2-cdbc-4fbd-a25f-6f33357b503a",55.99,homedecor,lighting,"This decorative candle is a must-have for the lighting of your home",Any
"bedb6aec-0704-416f-b31c-0b43b6ff1b2e",105.99,outdoors,fishing,"Easy to use fishing reel",Any
"6d1ac1e7-39a2-49db-a9cb-6fa0d1393f88",70.99,seasonal,christmas,"A favorite for the holidays",Any
"4994caee-f0b7-4ce8-a4df-d542ce1d9bda",73.99,beauty,bathing,"Enjoy the fragrance of this rich soap",Any
"ec81f2e5-2ffb-4b28-8b88-7c70a5db0cef",9.99,footwear,sandals,"Hip pair of sandals for women",F
"dfa54311-dedc-4d92-8ade-d797e84a5c57",106.99,homedecor,clock,"This alarm clock is a must-have",Any
"e0eb7d76-8306-40c0-aba0-31c68161fddb",528.99,furniture,sofas,"This sumptuous rosy-brown sofa will be the highlight of any room",Any
"dc135daa-4c1f-4672-ada4-fc8ee144e2f1",22.99,outdoors,camping,"This camping lamp is a must-have for your next trip",Any
"6d0ba711-5810-4439-875d-3db9ead666b8",93.99,floral,plant,"Drought-resistant indoor plant grown sustainably on our organic farms",Any
"205efb0a-f956-43a3-9649-b019bd5f979e",82.99,seasonal,christmas,"A favorite for the holidays",Any
"8b5b37ee-6d26-4ce1-b010-75149fc0674d",151.99,apparel,jacket,"Cool casual jacket for men for all seasons",M
"9880afd7-f698-4a2c-929f-a9ce9be00d2b",473.99,instruments,microphone,"This faultless microphone can be relied upon in every situation",Any
"ea84753c-3c7c-4ab4-a60b-b6fa7f191c25",246.99,electronics,speaker,"Authoritative speakers to fill the house with beautiful music",Any
"9e663074-853f-45a4-a950-9419eaff5531",49.99,books,cooking,"Learn to cook Spanish cuisine with these easy recipes",Any
"f0501d3b-1bbb-44b1-905d-d11eb8a7fe01",239.0,housewares,salon,"With that spare Scandinavian look",Any
"44cf340f-5431-4d62-bb83-6a19b5714ff0",5.99,groceries,dairy,"This cheese is made sustainably by our dairy farmers",Any
"6579c22f-be2b-444c-a52b-0116dd82df6c",90.99,accessories,backpack,"This tan backpack is nifty for traveling",F
"1254e676-be4d-41b6-9b34-5125e638420c",70.99,homedecor,clock,"This table clock is a must-have",Any
"5c131f64-32f1-4c63-b1c6-7eb3364f7167",11.99,groceries,bakery,"This delish chocolate cake will delight everyone",Any
"b78718ce-5f0a-4f39-8eb0-56de026b4870",146.99,accessories,backpack,"Dark slate gray men's backpack for roving everywhere during the season",M
"1aec7c14-a081-4f44-822b-49ba8f64bce2",178.99,instruments,percussion,"This drum set is perfect for amateur and professional musicians",Any
"cc42e0f4-abaf-445b-b843-54884c4f6845",36.99,outdoors,fishing,"This fishing reel is sure to bring success",Any
